Nombre de la Localidad;Tipo de Localidad;Ámbito;Pueblo Indígena u Originario;Departamento;Provincia;Distrito;Ubigeo;Fecha reconocimiento;Fecha titulación;"Área 
(Hectárea)";"De 0 a 4 años
(aprox.)";"De 5 a 14 años 
(aprox.)";"De 15 a 29 años 
(aprox.)";"De 30 a 64 años 
(aprox.)";"De 65 años a más
(aprox.)"
Churubamba;Comunidad campesina;Andino;Quechuas;Cusco;Quispicanchi;Andahuaylillas;81202;31155;31943;670.4809744;16;43;23;80;14
Mancco;Comunidad campesina;Andino;Quechuas;Cusco;Quispicanchi;Andahuaylillas;81202;31897;31539;359.1319931;28;70;62;78;18
Quehuar;Comunidad campesina;Andino;Quechuas;Cusco;Quispicanchi;Andahuaylillas;81202;27901;-;362.2932956;0;0;0;0;0
Salloc;Comunidad campesina;Andino;Quechuas;Cusco;Quispicanchi;Andahuaylillas;81202;29335;-;667.8895954;0;1;1;5;3
Secsencalla;Comunidad campesina;Andino;Quechuas;Cusco;Quispicanchi;Andahuaylillas;81202;19679;35353;653.1251969;44;99;106;171;18
Ttiomayo;Comunidad campesina;Andino;Quechuas;Cusco;Quispicanchi;Andahuaylillas;81202;23565;31943;694.3128342;21;53;79;116;28
Yutto;Comunidad campesina;Andino;Quechuas;Cusco;Quispicanchi;Andahuaylillas;81202;31574;38202;659.0064533;41;90;84;134;21
Fortaleza;Localidad sin tipo identificado por la DRA;Amazónico;Harakbut;Cusco;Quispicanchi;Camanti;81203;-;-;-;0;0;0;0;0
Huacyumbre;Localidad sin tipo identificado por la DRA;Andino;Quechuas;Cusco;Quispicanchi;Camanti;81203;-;-;-;3;15;14;21;8
San Lorenzo;Comunidad nativa;Amazónico;Harakbut;Cusco;Quispicanchi;Camanti;81203;29293;34867;-;24;38;30;69;16
Anccasi;Comunidad campesina;Andino;Quechuas;Cusco;Quispicanchi;Ccarhuayo;81204;33046;33333;-;32;74;58;90;28
Buenavista Parpacaya y anexo Callhua;Comunidad campesina;Andino;Quechuas;Cusco;Quispicanchi;Ccarhuayo;81204;33046;34136;-;8;25;25;29;11
Ccasapata Intipucllarina;Comunidad campesina;Andino;Quechuas;Cusco;Quispicanchi;Ccarhuayo;81204;36140;-;-;8;22;19;32;16
Parccocalla;Localidad sin tipo identificado por la DRA;Andino;Quechuas;Cusco;Quispicanchi;Ccarhuayo;81204;-;-;-;40;89;100;116;25
Junuta;Localidad sin tipo identificado por la DRA;Andino;Quechuas;Cusco;Quispicanchi;Ccarhuayo;81204;-;-;-;1;10;5;20;3
Nuevo Amanecer Ccoya;Localidad sin tipo identificado por la DRA;Andino;Quechuas;Cusco;Quispicanchi;Ccarhuayo;81204;-;-;-;15;39;30;33;8
Chillihuani Tayancani;Comunidad campesina;Andino;Quechuas;Cusco;Quispicanchi;Ccarhuayo;81204;32108;-;-;0;21;14;30;11
Cjallhua;Comunidad campesina;Andino;Quechuas;Cusco;Quispicanchi;Ccarhuayo;81204;34891;-;-;11;20;110;50;2
Hachacalla y su anexo Ccolla;Comunidad campesina;Andino;Quechuas;Cusco;Quispicanchi;Ccarhuayo;81204;33046;-;-;21;48;24;57;13
Sumana;Comunidad campesina;Andino;Quechuas;Cusco;Quispicanchi;Ccarhuayo;81204;31939;34977;-;13;48;47;65;16
Tayancani;Comunidad campesina;Andino;Quechuas;Cusco;Quispicanchi;Ccarhuayo;81204;36217;38724;2462.023947;13;43;40;59;12
Alto Serranuyoc;Comunidad campesina;Andino;Quechuas;Cusco;Quispicanchi;Ccatca;81205;31939;-;-;13;43;30;34;4
Andayaque;Comunidad campesina;Andino;Quechuas;Cusco;Quispicanchi;Ccatca;81205;31939;-;-;26;87;77;101;41
Atapata;Comunidad campesina;Andino;Quechuas;Cusco;Quispicanchi;Ccatca;81205;24418;31943;759.7293719;68;152;113;128;19
Ccatcca Pampa;Comunidad campesina;Andino;Quechuas;Cusco;Quispicanchi;Ccatca;81205;24131;31943;485.4810573;91;229;244;279;72
Ccopi;Comunidad campesina;Andino;Quechuas;Cusco;Quispicanchi;Ccatca;81205;15928;-;1546.904273;147;433;336;500;120
Chichina;Comunidad campesina;Andino;Quechuas;Cusco;Quispicanchi;Ccatca;81205;28684;-;-;68;175;135;208;21
